id,event_id,pin,type,timestamp,local_time,day_of_week,day_of_month
b2fc7082-7536-461a-ac04-7395a0fc5f5f,moulokhieah_rolls,17,push,2025-02-11T14:16:42.699098,,Tuesday,11
a8dc539f-17a1-4538-8021-81e85285242d,moulokhieah_rolls,17,push,2025-02-11T14:17:05.674528,,Tuesday,11
00d0596b-9b59-4f00-87f2-9c4ae1d8cdf6,moulokhieah_rolls,17,push,2025-02-11T14:17:26.111341,,Tuesday,11
011522ae-9532-4996-8430-fb707b89eab1,moulokhieah_rolls,17,push,2025-02-11T14:17:37.344215,,Tuesday,11
d9d8cb26-dc77-45b4-b336-212e1f59b14a,moulokhieah_rolls,17,push,2025-02-11T14:17:46.205227,,Tuesday,11
c9237e60-b79f-43ea-bdd4-e60e4d433d93,moulokhieah_rolls,17,push,2025-02-11T14:17:53.874382,,Tuesday,11
4c15c4c7-1ef6-42a8-90e2-74b743320f28,moulokhieah_rolls,17,push,2025-02-11T14:18:12.701016,,Tuesday,11
1c763f21-2325-4595-8034-1bd80ae44092,moulokhieah_rolls,17,push,2025-02-11T14:18:23.437642,,Tuesday,11
57f54f67-3852-498e-b835-f84ea60608a4,moulokhieah_rolls,17,push,2025-02-11T14:18:42.619688,,Tuesday,11
44d6ea5e-e71d-4f79-8718-b89c1ee0112a,moulokhieah_rolls,17,push,2025-02-11T14:18:54.383649,,Tuesday,11
5d1daa32-fc21-49fd-b6df-f3414097cec5,moulokhieah_rolls,17,push,2025-02-11T14:19:04.828572,,Tuesday,11
6d7ba45e-7a12-4617-af73-57eb548fa00f,moulokhieah_rolls,17,push,2025-02-11T14:19:16.455990,,Tuesday,11
89ad942d-6fa2-4d0d-bbc9-66d181111403,moulokhieah_rolls,17,push,2025-02-11T14:19:32.301480,,Tuesday,11
8b8e9cb5-3a73-4121-af54-6d55ca7f447e,moulokhieah_rolls,17,push,2025-02-11T14:19:46.647256,,Tuesday,11
3ed53a64-729b-4a55-81fe-e5f918e123c5,moulokhieah_rolls,17,push,2025-02-11T14:36:19.919376,,Tuesday,11
c971a33c-a051-4b6f-bbc6-8fda4543326d,moulokhieah_rolls,17,push,2025-02-11T14:57:51.391933,,Tuesday,11
61bc2e6a-76d7-4a77-bf71-9c5afd52e9e1,moulokhieah_rolls,17,push,2025-02-11T17:16:37.031118,,Tuesday,11
f021dde9-86a7-4fed-ac4f-0509f493a719,moulokhieah_rolls,17,push,2025-02-11T17:25:28.354938,,Tuesday,11
62745540-d980-4fe5-ad8a-27f49b519a6a,moulokhieah_rolls,17,push,2025-02-11T20:19:34.221355,,Tuesday,11
1488d184-8a87-4174-8b16-c5e4511fd07e,moulokhieah_rolls,17,push,2025-02-11T22:18:13.039101,,Tuesday,11
6c924fce-c9b7-4dfa-ad8a-0a0a6223b908,moulokhieah_rolls,17,push,2025-02-11T22:56:11.392755,,Tuesday,11
c7c78d66-6bec-4b32-ba47-50f80e1f30a4,moulokhieah_rolls,17,push,2025-02-12T22:22:48.712614,22:22:48,Wednesday,12
